code	product_name_de	quantity	categories_tags	ingredients_text_de
4061458208925	ALDI GUT BIO Lebkuchengewürz	15g		
4061463061201	ALDI GUT BIO Bio-Bourbon-Vanille-Extrakt 20 ml	1pcs		
4061458003803	ALDI GUT BIO Bio-Flohsamen-Samen 300 g	200g		
4061458011372	ALDI GUT BIO Bio-Apfelrotkohl  Fein gewürzt; mit Apfelstücken; portionierbar; kontrolliert ökologische Erzeugung     Aus der Tiefkühlung 2.49 * 750-g-Beutel kg = 3.32	750g	de:apfelrotkohl	
4061461479824	ALDI GUT BIO Bio-Hafer Drink  Verschiedene Sorten; kontrolliert ökologische Erzeugung Dauertiefpreis 1.19 0.95 1-Liter-Packung Liter = 0.95€	1l	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:plant-based-beverages,en:milk-substitutes,en:plant-milks,en:cereal-milks,en:oat-milks	Wasser, Vollkornhafer (11,5%), Sonnenblumenöl.
4061462123528	ALDI GUT BIO Bio-Gemüse  Blattspinat; kontrolliert ökologische Erzeugung     Aus der Tiefkühlung 2.49€ 750-g-Beutel kg = 3.32€	750g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:leaf-vegetables,en:spinachs	
4061458005135	ALDI GUT BIO Garam Masala Gewürzmischung indische Art	70g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:spices,en:spice-mix,en:garam-masala,en:groceries	"Koriander*, Kreuzkümmel*, Ingwer';, schwarzer Pfeffer*, Zimt*, Knoblauch*, Kardamom*, Nelken*                      

 *aus kontrolliert biologischer Landwirtschaft"
4061458131254	ALDI Goldähren Mehl - Dinkel Volkornmehl	1000g		Dinkelmehl
4061458050975	ALDI Cucina Nobile Eingelegte Gewürze Grüner Pfeffer	100g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:spices,en:peppers,en:green-peppers,en:peppercorns,en:green-peppercorns,en:groceries	Pfeffer 59%, Wasser, Brandweinessig, Speisesalz, Antioxidationsmittel: Ascorbinsäure
4047247029315	ALDI Cucina Kapern	100g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:pickles,en:plant-based-pickles,en:pickled-capers	Kapern, Wasser, Branntweinessiq, Speisesalz. Ohne Zisatz von Konservierungsstoffen.
4061458005609	ALDI Le Gusto Steinpilze getrocknet 100g	60g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:dried-products,en:mushrooms-and-their-products,en:dried-plant-based-foods,en:dried-mushrooms	
4061458100427	ALDI Le Gusto Champignons und Pfifferlinge 100g	75g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:mushrooms-and-their-products,en:mushrooms	
4061458005616	ALDI Le Gusto Pilzmischung mit Steinpilzen 100g	100g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:meals,en:vegetables-based-foods,en:dried-products,en:mushrooms-and-their-products,en:dried-plant-based-foods,en:dried-mushrooms	
4061458273404	ALDI BBQ Clama Gaucho-Grillsauce - feurig	285g	en:condiments,en:sauces,en:hot-sauces,en:groceries	Sonnenblumenöl 35%, Wasser, zweifach konzentriertes Tomatenmark 18,6%, Knoblauch 6,2 %, Zucker, Weißweinessig, 2,7%, modifizierte Maisstärke, Kreuzkümmel, Thymian, Rosmarin, Oregano, Petersilie, Milcheiweiß (enthält Laktose), Chili 0,5%, Salz, Aroma (enthält Weizen), Verdickungsmittel: Guarkernmehl; Konservierungsstoff: Kaliumsorbat.
4047247018135	ALDI FairTrade Rote Curry Paste 195g	195g		
4047247018128	ALDI FairTrade Teriyaki Sauce 300ml	300ml		
4061458070461	ALDI Asia Green Garden Kokosnussmilch - fettreduziert 400ml	400ml	en:plant-based-foods-and-beverages,en:beverages,en:dairy-substitutes,en:plant-based-beverages,en:milk-substitutes,en:plant-milks,en:coconut-milks	Kokosnussextrakt (45%), Wasser, Emulgator: Polysorbat 60, Verdickungsmittel: Carboxymethylcelulose.
4047247544658	ALDI Asia Green Garden Sojabohnen 140g	140g	en:plant-based-foods-and-beverages,en:plant-based-foods	
4061458119641	Erdnussöl	250ml	en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:fats,en:nuts-and-their-products,en:vegetable-fats,en:vegetable-oils,en:nut-oils,en:legume-oils,en:peanut-oils	
4061458000376	ALDI Asia Green Garden Naan-Brot Knoblauch Koriander, 2 Stück 1.49€  260-g-Packung kg = 5.73€	1pcs	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads	
4061463990860	ALDI Asia Green Garden Wok-Nudeln  gewellte Form 0.99€ 250-g-Packung kg = 3.96€	250g		
4061463990884	ALDI Asia Green Garden Wok-Nudeln  klassik Form 0.99€ 250-g-Packung kg = 3.96€	250g		
4061458036740	Tikka Masala	400ml	en:condiments,en:sauces,en:groceries	
4061458011167	ALDI Asia Green Garden Soja Sauce	250ml	en:condiments,en:sauces,en:soy-sauces,en:groceries	Wasser, Sojabohnen (19 %), Weizen Salz
4061461668938	ALDI Asia Green Garden Reisessig 250ml	250ml	en:condiments,en:vinegars,en:rice-vinegars,en:groceries	Reisessig (enthält Sulfite). 5% Säure
4047247213172	ALDI Asia Green Garden Hoisin Sauce	235ml	en:condiments,en:sauces,en:hoisin-sauces,en:groceries	
4047247213158	ALDI Asia Green Garden Rote Sriracha Sauce	235ml	en:condiments,en:sauces,en:hot-sauces,en:groceries	
4061458002929	Schnittlauch, gehackt, tiefgefroren	75g		
4061461634322	ALDI All Seasons Blattspinat	1kg	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:leaf-vegetables,en:spinachs	
4061458002936	ALDI All Seasons Petersilie	75g		
4061458045315		600g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods	
4061458045308		300g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:mushrooms-and-their-products,en:mushrooms	
4061458002974	ALDI All Seasons Dill	75g		
4061458002981	ALDI All Seasons Basilikum, fein gehackt, tiefgefroren	75g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:culinary-plants,en:frozen-foods,en:aromatic-plants,en:frozen-plant-based-foods,en:aromatic-herbs,en:frozen-aromatic-plants,en:basil,en:frozen-basil,en:groceries	
4061458002998	ALDI All Seasons 8 Kräuter	75g		Petersilie, Dill, Kresse, Kerbel, Schnittlauch, Sauerampfer, Koriander, Pimpinelle
4061458003001	Italienische Kräuter	75g		
4061458154727	ALDI Almar Seafood Norgwegischer Räucherlachs	220g	en:seafood,en:fishes,en:fatty-fishes,en:salmons,en:smoked-fishes,en:smoked-salmons,en:smoked-salmons-from-farming	Lachs, Speisesalz, Säureregulator: Natriumlactat; Buchenholzrauch.
4061458113267	ALDI Gourmet Finest Cursine Hibiskusblüten	180ml		Hibiskus
2111964004800	ALDI Gourmet Finest Cursine Neuseeländisches Lammkarree 260 g  inkl. MwSt. Aus dem Rücken	1pcs		
4061458143141	ALDI Gourmet Finest Cursine Kartoffel-Mandelbällchen	500g		
2144995012810	ALDI Gourmet Finest Cursine Lammfilet	370g		
4061462001550	ALDI Gourmet Finest Cursine Mandel-Öl kaltgelresst	250ml		
4061462528453				
4061458105514	ALDI King's Crown Paprika geröstet	310g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:pickles,en:plant-based-pickles	Rote Paprika, Wasser, Branntweinessig, Zucker, Salz, Knoblauch, Olivenöl, Säuerungsmittel: Citronensäure.
4047247012614	ALDI King's Crown Gurkensalat nach dänischer Art	670g	en:meals,en:prepared-salads,en:cucumber-salads	
4061458045322		300g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:mushrooms-and-their-products,en:mushrooms	
4061461609498		200g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts,en:almonds	
4061461586768	ALDI Back Family Kokos geraspelt	150g	en:plant-based-foods-and-beverages,en:plant-based-foods,de:kokos	Kokosraspeln
4061458028936	ALDI Back Family Zitronenschale	25g		
4061458065023	ALDI CUCINA NOBILE Creme mit Aceto Balsamico di Modena I.G.P. 250 ml	250ml	en:condiments,en:glazes-with-vinegar,en:gewurzmittel,en:lebensmittel,en:groceries	Aceto Balsamico di Modena I.G.P. 60% (Weinessig (enthält Sulfit), Traubenmostkonzentrat), Traubenmostkonzentrat 22.5%, Glukosesirup, modifizierte Stärke
4061458002882	ALDI All Seasons Zwiebelmix	150g		
4061458222082	ALDI Speisezeit Classic Hühnerfrikassee	450g	en:meats-and-their-products,en:meals,en:meals-with-meat,en:poultry-meals,en:meals-with-chicken	
4061462233456	ALDI SCHÄTZE DES ORIENTS Rogan Josh Sauce  nach indischer Art 400 ml	400ml	en:condiments,en:sauces	
4061463381071	ALDI King's Crown Tomaten fein gehackt  Geschält; in Tomatensaft; Füllmenge = 400 g 0.85 425-ml-Dose kg = 2.13	2pcs	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:tomatoes-and-their-products,en:tomatoes	Tomaten, Salz, Säureregulator: Citronensäure, Festigungsmittel: Calciumchlorid.
4061458073318	Pesto alla Genovese	190g	en:condiments,en:sauces,en:pestos,en:green-pestos	Sonnenblumenöl (46%), Basilikum (31%), Cashewkerne (5%), Grana padano g,u, Käse (5%) (Milch, Salz, Lab, Konservierungsstoff : Lysozym aus Eiern), Milcheiweiß (enthält Lactose), Salz, Pecorino Romano g,u, Käse (1%), Zucker, natives Olivenöl extra (1%), Knoblauch (1%),Aromen, Säuerungsmittel: Milchsäure, Antioxidationsmittel: Ascorbinsäure,
4047247222075	ALDI TESOROS DEL SUR Schafe Tomate Pikant Gewürzt 500ml	500ml		
4061458047616	Frischkäsezubereitung - Kräuter	125g	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:fresh-cheeses,en:cream-cheeses,de:frischkäsezubereitung	_Frischkäse_ (95 %), Schnittlauch (1,5%), Petersilie (1,5%), Speisesalz, Knoblauch, _Milcheiweißerzeugnis_, Stabilisator: Johannisbrotkernmehl, Guarkernmehl; Citrusfaser, Gewürze, Branntweinessig, Konservierungsstoff: Kaliumsorbat.
4061458039024	Griechische Beilagen - Weinblätter gefüllt mit Reis	280 g	en:meals,en:stuffed-vine-leaves	
4047247000642	Schokodatteln mit ganzer Mandel gefüllt - Zartbitter	150 g (12 x 12,5 g)	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies,en:bonbons,en:fruit-confectioneries	61% getrocknete Datteln, Kakaomasse, Zucker, 10% Mandeln, Kakaobutter, Butterreinfett, Emulgator: Sojalecithine.
4099200407234				
4061458013864	Geflügel-Bierschinken	150 g	en:meats-and-their-products,en:meats,en:prepared-meats,en:sausages,en:cut,de:geflügelaufschnitt	89% Geflügelfleisch (Pute, Huhn), Trinkwasser, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Dextrose, Gewürze (Pfeffer, Zwiebel, Koriander, Knoblauch, Ingwer), Stabilisator: Diphosphate, Antioxidationsmittel: Ascorbinsäure, Gewürzextrakte (Pfeffer, Muskat, Koriander, Macis, Kardamom, Ingwer, Paprika, Liebstöckel, Chili, Knoblauch), Konservierungsstoff: Natriumnitrit.
9010557502149	mac & cheese	1pcs		
4061463181411	Veggie-Bowl - Blumenkohl-Reis-Linsen-Spinat	400 g	en:plant-based-foods-and-beverages,en:plant-based-foods	
4061458088428	Kalbsschnitzel	1pcs		
4061458029650	Olivenöl nativ Extra	500ml	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats,en:olive-tree-products,en:vegetable-oils,en:olive-oils,en:virgin-olive-oils,en:extra-virgin-olive-oils,en:fette,en:native-olivenole,en:native-olivenole-extra,en:olivenbaumprodukte,en:olivenole,en:pflanzenfette,en:pflanzenole,en:pflanzliche-lebensmittel,en:pflanzliche-lebensmittel-und-getranke	Olivenöl
4061458021210	haltbare fettarme Milch	1l	en:beverages,en:dairies,en:milks,en:homogenized-milks,en:semi-skimmed-milks,en:uht-milks	
4061458297936	Vegan - Die Helle Kakao	80 g		
4061464234086	Veganer Omelett-Ersatz	43g		
4061463389275	Chili-Cheese-Nuggets	250 g	de:gefrorene-fertiggerichte,de:schmelzkäse-zubereitung	_Schmelzkäsezubereitung_ (40% Fett i,. Tr) (15% _Cheddar_, Trinkwasser, modifizierte Stärke, _Milcheiweiß_, _Butter_, Schmelzsalze; Natriumcitrate; Salz), _Weizenmehl_, Trinkwasser, Paprika, Rapsöl, 4% eingelegte Chilis (Jalapeños, Trinkwasser, Branntweinessig, Salz, Festigungsmittel: Calciumchlorid; Gewürze), modifizierte Stärke, Dextrine, Kartoffelstärke, Verdickungsmittel: Methylcellulose, Xanthan; Backtriebmittel: Diphosphate; Salz, Hefe, Dextrose, Gewürze.
4088600555812				
4061458072472	Honig	2pcs	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys	Honig
4033624036083	Bio-Glühwein in Bügelflasche	0,75 L	en:beverages,en:alcoholic-beverages,de:bio-glühwein,de:glühwein	
4061458038997	Griechische Beilagen - Kichererbsen	280 g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:pickles,en:vegetables-based-foods,en:canned-vegetables,en:plant-based-pickles,en:vegetable-pickles	Kichererbsen (45%), Wasser, gehackte Tomaten (7%), Karotten (6,2%), Sojabohnenöl, Zwiebeln, zweifach konzentriertes Tomatenmark (5 %), Oliven (2,8 %), Salz, Zucker, Petersilie, getrockneter Knoblauch, Paprikapulver, schwarzer Pfeffer, Kümmel, Koriander.
4061458221566	Vegan Typ Cappuccino - Haselnuss	96g (8 x 12g)	en:beverages,en:dried-products,en:dried-products-to-be-rehydrated,en:dehydrated-beverages,de:kaffeehaltige-getränkepulver	Zucker, Glukosesirup, Kokosfett, 7 % löslicher Bohnenkaffee, Stabilisator: Kaliumphosphate; Aromen, Speisesalz, Emulgator: Mono - und Diacetylweinsäureester von Mono - und Diglyceriden von Speisefettsäuren.
4061458215640	Bergbauern-Joghurt - Natur	450 g	en:dairies,en:fermented-foods,en:desserts,en:fermented-milk-products,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts	Joghurt aus pasteurisierter Milch mit natürlichem Fettgehalt, mindestens 3,5% Fett.
4061464105997	Kartoffelauflauf	800 g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:potato-preparations	
4061464111899	Chili con Carne - Klassisch	400 g	en:meats-and-their-products,en:meals,en:meals-with-meat,en:chili-con-carne	Wasser, 19% rote Bohnen, 13 % Tomaten, 9 % Schweinefleisch vorgegart (fein zerkleinert), Zwiebeln, Paprika, Maiskörner, Tomatenmark, modifizierte Stärke, Weizenmehl, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Gewürze (enthält Sellerie), Zucker, Knollenselleriepulver, Tomatenpulver, Weißkohlpulver, Stärke, Maltodextrin, Champignonsaftkonzentrat, Rapsöl, Karottenextrakt, rote Chilischoten, Gewürzextrakte, Kräuter.
5057545744765	Oats	1kg	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals	
4061458050005		450g	en:snacks,en:desserts,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:black-forest-gateau	
4061462463389	Grillino Flatbread - Orientalisch	200g		
4061462463365	Grillino Flatbread - Natur	200g		
4088600550657			en:seafood,en:fishes-and-their-products,en:fish-preparations	
4104420010666	Berglinsen	500g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:legumes,en:seeds,en:legume-seeds,en:pulses,en:lentils	Berglinsen
1723700	Schokodatteln mit ganzer Mandel gefüllt - Vollmilch	150 g (12 x 12,5 g)	en:snacks,en:sweet-snacks,en:confectioneries,de:schokodatteln,de:schokoladendatteln	59% getrocknete Datteln, Zucker, 10% Mandeln, Kakaobutter*, Vollmilchpulver, Kakaomasse*, Emulgator: Lecithine (Soja); Aroma. *Rainforest Alliance-zertifiziert. Kann Spuren von anderen Schalen - früchten, Erdnüssen und glutenhaltigem Getreide enthalten.
4061463911087	Basilikum-Creme mit Aceto Balsamico di Modena IGP	250 ml		
4061462049286	Feigen-Creme mit Aceto Balsamico di Modena IGP	250 ml	en:condiments,en:vinegars,en:balsamic-vinegars,en:glazes-with-vinegar,en:traditional-balsamic-vinegars,en:glazes-with-balsamic-vinegar,en:traditional-balsamic-vinegar-of-modena	Traubenmostkonzentrat (enthält Sulfite, 39 % Aceto Balsamico di Modena IGP (Weinessig (en - hält Sulfite), Traubenmostkonzentrat (enthält Sulftel, 12% konzentrierter Feigensaft, Weinessig enhält Sulfite), modifizierte Stärke.
4061458226783		600 g		
2307057007302	spareribs	800g		
4061458024952	Bio-Maasdamer in Scheiben	200g	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:uncooked-pressed-cheeses,en:cheeses-of-the-netherlands,en:maasdam	Milch, Speisesalz, Käsereikulturen, mikrobieller Labaustauschstoff
4061462602375	Cashewkerne	250g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts,en:cashew-nuts	
4061458268004				
4061463585752	Sauce zu Geflügel	1pcs		
2138906006425	Rumpsteak	247g		
2173026006559	Lamm-Medaillons	285g		
4099200040646	Vollkorn Wok Nudeln	250g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:noodles,en:chinese-noodles	
4061459277876	Kebab spiess	400g		
4061461731557	Cevapcici		en:meat-alternatives,en:vegetarian-patties	
29066711	M&S Diet Lemonade	1000g	en:meals,en:pasta-dishes,en:prepared-lasagne,en:bolognese-lasagne	_teilentrahmte Milch_, Schweinefleisch (23%), Wasser, _Hartweizengrieß_, _Käse_ (7%), Tomatenmark, Tomaten, _Weizenmehl_, Palmfett, Rapsöl, Zwiebeln, _Eier_, Salz, Kartoffelstärke, Gewürze, Kräuter
4088600556895				
4088600556871				
4061458069762	Vegane Bio-Streichcreme - Tomate-Kräuter	180g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:spreads,en:plant-based-spreads,en:salted-spreads	Tomatenmark 39%, Sonnenblumenöl, Sonnenblumenkerne, Tomatenstücke 13%, Zitronensaft aus Zitronensaftkonzentrat, Basilikum (2%), Rohrohzucker, Gewürze, Sojasauce (Trinkwasser, Sojabohnen, Weizen, Salz), Meersalz, Rosmarin, Kräuter
4099200220833	Pfirsiche im GLAS Zimt&Vanille	330g		
24006125		1pcs	en:meals,en:pasta-dishes,en:prepared-lasagne	
4061462226083	Schätze des Orients	350g	de:mischgemüse	
4061463597045	Ruchmehl-Brötchen zum Aufbacken	280g (4 Stück)	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:buns,de:brötchen-zum-aufbacken	
4061458136174	Garnelen, geschält & mariniert - Chili	200 g	en:seafood,en:crustaceans,en:shrimps,en:prawns,de:marinierte-garnelen	
4061463910936	Choco-Freunde	100g		
4088700322253		700 g	en:meats-and-their-products,en:meats,en:chicken-and-its-products,en:poultries,en:chickens	
4061462877957	Nusskati	100g	en:breakfasts,en:spreads,en:sweet-spreads	
4061458261951		1000		
4061458133630	Lachs-Carpaccio mit Vinaigrette und Parmigiano	123g (100g + 13g + 10g)	en:seafood,en:fishes,en:fatty-fishes,en:salmons	
4061458290173	Bio-Mozzarella aus Büffelmilch	260 g	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:italian-cheeses,en:stretched-curd-cheeses,en:buffalo-cheeses,en:mozzarella,en:buffalo-mozzarella,de:bio-mozzarella	
4061463018427	Pandoro Mini	80 g	en:snacks,en:sweet-snacks,en:viennoiseries,en:brioches,en:pandoro,de:hefefeingebäck	Weizenmehl, Eier, Zucker, Butter, Milch, Sauerteig (Weizenmehl, Wasser), Emulgator: Mono - und Diglyceride von Speisefettsäuren; Aromen, Salz, Kakaobutter.
4061458297943	Vegan - Helle Haselnuss	80 g		
4061464635173	Fleischklösschen in Tomatensauce	540g	en:canned-foods,en:meats-and-their-products,en:meals,en:meat-preparations,en:canned-meals	
4061458028332	Senf mittelscharf	250 ml	en:condiments,en:sauces,en:mustards,en:groceries	Wasser, _Senfsaaten_, Branntweinessig, Speisesalz, Zucker, Gewürze (Kurkuma, Koriander).
4061458076913	Essig Wein-Branntwein	1l	en:condiments,en:vinegars,en:alcohol-vinegars	Branntweinessig (75 %), Weinessig (25 %), Farbstoff: Ammonsulfit - Zuckerkulör.
4061458297950	Vegan - Salted Caramel Crunch	80 g		
4061463311405	Bourbon-Vanillextrakt-Zubereitung	50ml		
4061462049323	Mango-Creme mit Aceto Balsamico di Modena IGP	250 ml	en:condiments,en:vinegars,en:balsamic-vinegars,en:traditional-balsamic-vinegars,en:traditional-balsamic-vinegar-of-modena	
27050538		1pcs	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:meats-and-their-products,en:cereals-and-their-products,en:meals,en:pasta-dishes,en:pastas,en:meals-with-meat,en:stuffed-pastas,en:beef-dishes,en:pasta-stuffed-with-meat,en:ravioli,en:meat-ravioli,en:beef-ravioli	
4061462052385		1,98 L (6 x 0,33 L)	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:multifruit-juices,de:mehrfruchtsäfte	
4061458213554	Käsesnack in Würfeln - Maasdamer & Butterkäse	220g (2 x 110g)	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,de:käsewürfel	0N2-920 shiW hi pihshsivis2 ck in Würfeln ahrverte Maasdamer Schnittkäse.45% Fett i.Tr Je 100g : Pasteurisierte Milch, Speisesalz, mikrobieller J/351 kcalLabaustauschstof, Käsereikulturen (enthalten Milch). 21g 189 Nährwerte Butterkase 45% Fett i.Tr. : Pasteurisierte Milch, Speisesalz, mikrobieller Je uug 67 KO329 kcalLabaustauscnstot, Kasereikulturen (enthalten Milch). D9 17g Laktosegehalt
4056489466802	Hähnchen ministeaks barbecue	400g		
4061463977731	Tomaten	1pcs		
4061458272179	Petersilie krause	1pcs		
4061458056663	Erdnüsse geröstet & gesalzen	200 g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:legumes,en:nuts-and-their-products,en:nuts,en:peanuts,en:gerostete-erdnusse	3 Erdnusskerne geröstet und gesalzen Zutaten: Erdnusskerne, Sonnenblumenöl, Salz, Kann Spuren von Schalenfrüchten enthalten, Trocken lagom verWimme schützen Se
4088500665963	Pistazien ohne Salz	1pcs	en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts,en:pistachios	
4061458043991	Gemüsefond	400ml		
4061458043977	Geflügelfond	400ml	en:broths,en:liquid-broths	
4061462866289	Würstchen	8pcs	en:meats-and-their-products,en:meats,en:prepared-meats,en:sausages,en:cured-sausages,en:bockwurst,de:bockwürstchen	Schweinefleisch¹ (74 %), Trinkwasser, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Gewürze (Pfeffer, Kardamom, Muskat, Koriander, Paprika, Zwiebel, Karotte), Stabilisator: Diphosphate; Antioxidationsmittel: Ascorbinsäure; Konservierungsstoff: Natrium - nitrit; Buchenholzrauch. Kann Spuren von Senf, Sellerie und Milch enthalten.
4061458047821	Reibekuchen	300 g	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:meals,en:potato-preparations,de:gekühlte-produkte,de:unter-schutzatmosphäre-verpackt	Kartoffeln 71 %, Zwiebeln, Rapsöl, Weizenmehl, Vollei, Haferflo - cken, Speisesalz, Gewürze (enthält Selle - rie), Dextrose, getrockneter Glukosesirup, Zucker, gekörnte Brühe (Speisesalz, hydro - lysiertes Rapseiweiß, hydrolysiertes Maisei - weiß).
4061458197694	Bio-Spirulinapulver	150g	en:dietary-supplements,en:spirulina	Spirulina
4061458002561	Weißwein	1,5l	en:beverages,en:alcoholic-beverages,en:wines,en:white-wines	
4061461530853	Tortelloni - Rindfleisch	400 g	en:meals,en:pasta-dishes,en:stuffed-pastas,en:tortelloni,de:frische-teigwaren,de:gekühlte-teigwaren	Hartweizengrieß, Wasser, 15% Rindfleisch, Vollei, jodiertes Speisesalz (Speisesalz, Kaliumiodat), Tomatenmark doppelt konzentriert, Dinkelmahlerzeugnis (Weizen), Sonnenblumenöl, Gewürze, Zucker.
4061462748721				
2205485004248	Ziegenkäse	1pcs		
4047247404440	Eierlikör-Sahnetorte, tiefgefroren	750 g	de:torten	38 % Sahne, 16 % Eierlikör, Zucker, Weizenmehl, Wasser, Vollei, 4% Schokolade (Zucker, Kakaomasse, Kakaobutter, Butterreinfett, fettarmes Kakaopulver, Emulgator: Lecithine), Margarine (pflanzliche Fette (Palm, Kokosnuss), Wasser, Rapsöl, Emulgator: Mono - und Diglyceride von Speisefettsäuren, Lecithine; Säuerungsmittel: Citronensäure), Weizenstärke, Glukose-Fruktose-Sirup, Rindergelatine, getrocknete Aprikosen, fettarmes Kakaopulver, Emulgator: Mono - und Diglyceride von Speisefettsäuren, Polyglycerinester von Speisefettsäuren; modifizierte Stärke, färbendes Lebensmittel (Konzentrat aus Karotte), Rapsöl, Dextrose, Speisesalz, Geliermittel: Pektine; Säuerungsmittel: Citronensäure; Säureregulator: Kaliumcitrate.
4047247102339		360g (9 x 40g)	en:meals,en:bean-dishes	
4061458088176	Dessert im Gläschen - Double Chocolate	60 g	en:desserts	Sahne, Zucker, Magermilch, pflanzliche Fette (Palm, Palmkern), Kakaomasse, Trinkwasser, 2% Ethylalkohol, Stärke (Mais), fettarmes Kakaopulver, Emulgatoren (Sojalecithine, Sonnenblumenlecithine, Mono - und Diglyceride von Speisefettsäuren), Speisesalz, natürliches Vanillearoma, Butterreinfett.
4061458088183	Dessert im Gläschen - Passionsfrucht-Mango	60 g	en:desserts	
4061458142755	Dessert im Gläschen - Apfel-Karamell-Zimt	60 g	en:dairies,en:desserts,en:dairy-desserts	Zucker, pflanzliche Fette (Palm, Palmkern), _Sahne_, Apfel, _Magermilch_, Glukosesirup, Trinkwasser, _Weizenmehl_, Rapsöl, _Vollmilch_, _Butter_, 1% Ethylalkohol, _Vollmilchpulver_, Kakaobutter, Kandiszuckersirup, Gelatine (Rind), modifzierte Stärke, Sãuerungsmittel (Citronensäure, Natriumcitrate), Stärke (Mais), Speisesalz, Zimt, Emulgatoren (_Sojalecithine_, Mono - und Diglyceride von Speisefettsäuren), Backtriebmittel (Natriumcarbonate), Antioxidationsmittel (Ascorbinsäure), natürliches Aroma, Konservierungsstoff (Kaliumsorbat).
4061458142762	Dessert im Gläschen - Praliné	60 g	en:dairies,en:desserts,en:dairy-desserts	Zucker, pflanzliche Fette (Palm, Palmkern), _Sahne_, _Magermilch_, _Weizenmehl_, Trinkwasser, 4 % _Haselnüsse_, 1,6% Ethylalkohol, Rapsöl, Kakaomasse, _Magermilchpulver_, fettarmes Kakaopulver, Gelatine (Rind), Stärke (Mais), Kakaobutter, Emulgatoren (_Sojalecithine_, Mono - und Diglyceride von Speisefettsäuren), Speisesalz, _Vollmilchpulver_, Backtriebmittel (Diphosphate, Natriumcarbonate), natürliches Aroma, Zimt, Vanille, natürliches Vanillearoma
